,Unnamed: 0,0
799,799,"Insta post by @remodsouza 

#Race3
trailer soon ... 😀😀😀 https://t.co/9d1JiN3BhU"
800,800,"#NehaDhupia
Aaj Kal Shaadi ka hi mausam hai Bhai log 😀😀😀

Heartly Congratulations @NehaDhupia @Imangadbedi 

Both r… https://t.co/MzKcT2HjeC"
802,802,"Don't you think now days
#PrakashRaj is speaking too much?"
803,803,"Very well played @mipaltan 
You deserve all the praise.

Hopw You WILL BE IN PLAY OFF'S for sure.

This requires element 👍👍

#MIvKKR"
804,804,"भगवान् इसका भला करे.....
जय श्री राम 🙏🙏 https://t.co/bMuDymgoj0"
806,806,"Can't imagine,
KKR didn't beat Mumbai Indias on their home ground...

#MIvKKR 
#KKRvMI"
807,807,"Koi nahi #IshanKishan 
Tune apna kaam Kar diya...

Mind blowing...

#MIvKKR"
808,808,"Don't worry bro...
Manish Malhotra jaise log Kuch bhi Kar sakte hai 😀😀😀

Apan Kare to apan chutiyaa kehlayenge 😌 https://t.co/DKL8DVZ1cU"
809,809,"#IshanKishan you beauty..

What a shot man... 4 in a row...

Outstanding bc...

#MIvKKR"
810,810,Gained 15 followers and lost 11 (stats by https://t.co/ZIgtIQhsJR)
811,811,#Race3 trailer will come THIS WEEKEND ... 🏎🏎🏍🏍🔜🔜🔜
812,812,"There are plenty of lukhhas who abuse me everyday but I never abuse them back...
Why guys?"
813,813,"Sonam Kapoor finally married .

What do you think of her film career now?"
814,814,RT @priyagupta999: This is #Amazon’s owner #JeffBezos when he started in 1999. Don’t lose hope😊 https://t.co/faLdncxrSq
816,816,"Good morning guys..

Sunday ho ya Monday,
Roj Khao ande 😀😀🐓🐣🍶"
817,817,"#SonamAnandReception
Who is the fashion designer who asked to wear @Nike runner shoes on reception dress?

Hang him bc 😜😜😜"
818,818,"How can a groom wear SPORTS SHOES on a sherwani 😌😌
Fashion ke naam pe bencho Kuch bhi 😜😜😜😀
#SonamAnandWedding

 https://t.co/tIs4ZmLfXB"
819,819,"#IfRahulBecomesPM
A new ministrial post will be started for kejriwal ji,
U-TURN minister 😜"
820,820,"#IfRahulBecomesPM
1 RS will equal to 100 $ 😀😀😀"
821,821,"#IfRahulBecomesPM

Then even Sunil Grover will be out of job within a week 😜😜😜"
822,822,"I really feel sad that , Amit ji's ads come every 2 mins but Abhishek Bhai never comes, neither in Ads nor films 😀😀😜😜😜"
823,823,Latest Stats = 17 Followers and 5 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
824,824,"#102NotOut passed crucial Monday test ...
Drop is just 10% from Friday which is Excellent.

Collected 3 cr nett..
T… https://t.co/t5wIPpiVaG"
825,825,"मायावती जी अखिलेश से हाथ मिला रही है,
आम आदमी पार्टी कांग्रेस से हाथ मिला लेगी, 
ममता इन सबसे हाथ मिला लेगी 2019… https://t.co/9Z3liUoALU"
826,826,"#Race3

Secret sources :-
Race 3 trailer seen by some distributors and they told it's MIND BOGGLING..

Nobody would… https://t.co/i40ryXPVs7"
827,827,Good morning Doston... 🙏 https://t.co/RCmLQe1ifl
829,829,"Good night laundo and laundiyon....

How was the day ?"
831,831,"Badumbaaaaaa....
This is craze of mine 😀😀😀😀

Sapne me hi Sahi.. https://t.co/QfvXP3m13S"
832,832,"My week on Twitter 🎉: 272 Mentions, 3.93K Mention Reach, 2.22K Likes, 385 Retweets, 88 New Followers. See yours wit… https://t.co/iSYEUTQhEa"
833,833,"My week on Twitter 🎉: 272 Mentions, 3.93K Mention Reach, 2.22K Likes, 385 Retweets, 88 New Followers. See yours wit… https://t.co/oDeoZ6wNaV"
834,834,Latest Stats = 20 Followers and 9 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
835,835,"#Shamshera
Another #Besharam in the making..."
836,836,"#Shamshera

It will big FLOP on day one only..

Save this tweet 😀🙏"
837,837,"Our biggest fans this week: @AmiShilpaShinde, @BeingWazir, @SalmanAabdi. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/6ZK7WE6nUc"
838,838,Many people unfortunately take CELL phone in hand first when they wake up instead of संडास पिचकारी to wash their a** 😀😀😀😀
839,839,"Good morning people...
Have a great week ahead... 🙏🙏
#MondayMotivation https://t.co/FTiqtHGlZR"
840,840,"Tu to bosdk, Newton hai na... Lukkhhe https://t.co/cjCSiZnTFi"
841,841,"Good night guys...

Tommorow go to office and do the same shit work 😜😜😜 https://t.co/McEIyr0ZIX"
843,843,"well played MUMBAI.. Jaan gale tak aa gayi thi :) Hopes alive
 #MIvKKR"
844,844,Last 24 Hours = 13 Followers and 5 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
850,850,"When just for a second, you feel you are #SalmanKhan 😜😜😜😜 https://t.co/ySP3HwPfEj"
851,851,"Good morning laundo...

Check this out and seriously think about it.. happy Sunday 👍👍 https://t.co/trhHiRp5d7"
852,852,@annedee1967 True... Deee
853,853,"Bhai jaise ganje ke sir pe ekhad Baal ugta hai salon me waise hi jadeja ugta hai saalo me 😜😜😜

#CSKvRCB https://t.co/rFIpRoRaup"
854,854,Last 24 Hours = 15 Followers and 4 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
855,855,"Well played #TimSouthee
Jab koi na chale tar hum chale...

#CSKvRCB"
858,858,"Hardik ko nikalo aur krunal ko lo bc Indian team me .

#MIvsKXIP"
859,859,"#Stoinis got the same treatment he gave to Mumbai Indians...

Karma 😜😜😜

#MIvsKXIP"
860,860,"This #KrunalPandya is much better than flop hardik ..

No extra attitude, no chutiyaa hair cut but play with responsibility.

#MIvsKXIP"
861,861,"This flop #HardikPandya made 23 runs in 13 balls which he gave away in 6 balls in last over.
What a sham.

#MIvsKXIP"
862,862,"@BeingSalmanKhan Bhai jaan,

Please tweet Karo ki Mumbai Indians remove #Pandya ASAP.. 😀😀

#MIvsKXIP"
863,863,RT @BeingSalmanKhan: All the very best . Watch this teaser of #BhaveshJoshiSuperHero @HarshKapoor_ @AnilKapoor https://t.co/0bNQ6WOcag
865,865,"I hate VIVO ads bc...

Isse achhi to wo Airtel wali ladki hai... 😜😜😜

#MIvsKXIP"
866,866,"Did anyone see #ShilpaShinde ?

With sunil grover?"
867,867,"Bhai Yuvi, aap Sach me abhi retirement le loo aur bachho ko padhao..
Aap se abhi na ho payega..

#MIvsKXIP"
869,869,RT @Javedakhtarjadu: Jinnah was neither a student nor a teacher of Alig  Its a shame that his portrait is there  The administration n stude…
871,871,"Congratulations Bhai fans,

@BeingSalmanKhan is undisputed king of BOLLYWOOD with huge 62% 💪💪

SRK and Aamir got ap… https://t.co/zZdrFlNXzI"
872,872,"Hence proved @ArvindKejriwal
Is LIAR CM...
I blindly trust @DrKumarVishwas

https://t.co/bgq57qdNQp"
873,873,"RT @KapilMishra_IND: वो पैदायशी झूठा है यह सच
अब दुनिया से छिपा ना रहा

कोई ऐसा सगा बचा भी नहीं
जिससे केजरीवाल ने झूठ न कहा https://t.co/46…"
875,875,"I know most of my fans agree to this...
 😀😀😀😜😜 https://t.co/jRoEbnb87i"
876,876,"Good morning frustrated people..

Be happy... Today is Friday....😀😀 https://t.co/YH62iPidin"
878,878,"The Aamir Khan ads of #Vivo are really irritating and very frequently shown.

Band Karo yaar....

#CSKvKKR 
#IPL2018"
880,880,Chindhi.. https://t.co/UiFf8IWJfE
881,881,Gained 14 followers and lost 8 (stats by https://t.co/ZIgtIQhsJR)
882,882,"Everyone talks abt #SwachhBharat but nobody talks abt importance of DUST BINS to throw d dust.

Modiji took Cess fr… https://t.co/8CDJQTUBFE"
883,883,Loll lol lol 😜😜 https://t.co/oK63AeSwcM
884,884,#Race3 trailer SOON. 👌👌👍
885,885,"RT @KapilMishra_IND: बधाई .. 
1. NGT में मेरी याचिका स्वीकार

2. DDA और EDMC को 21 मई तक जवाब देने को कहा

3. केंद्र सरकार के जल मंत्रालय…"
886,886,"RT @dhruv_rathee: 2013: Only 2/10 world's most polluted cities were in India 

2018: We have 10/10 world's most polluted cities in India…"
887,887,"Good morning guys..

Missing you badly .."
888,888,"This #BenStokes of any use?

12 cr wasted by @rajasthanroyals 

#DDvRR"
889,889,"Watching #Don2 

I feel SRK must do #Don3 as early as possible..."
891,891,Gained 23 followers and lost 11 (stats by https://t.co/ZIgtIQhsJR)
892,892,"Just loved the trailer if #BhaveshJoshiSuperhero 

Don't call it a copy guys , don't blame  Bollywood that it won't… https://t.co/5309YQzF3X"
893,893,"RT @KapilMishra_IND: पाकिस्तानी डॉगी की मौत आई
उसको इंडियन आर्मी याद आई

कश्मीर में आतंकवादी ने वीडियो जारी किया

हिंदुस्तान की आर्मी के Ma…"
894,894,Welcome to my new 32 followers and goodbye to 12 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
895,895,@Shrutir93051047 @BeingSalmanKhan @aliabbaszafar Eid 2019.….
896,896,"Next BLOCKBUSTER shooting scout ..

#Bharat 
@BeingSalmanKhan @aliabbaszafar https://t.co/KmVGfmTX6u"
897,897,Bwhahahhaha https://t.co/sNXrraykc5
898,898,"Narayan Narayan 😀😀😀😀

Lalooo with aloo.. lol lol lol https://t.co/mZqI2TSney"
899,899,"Good morning people...

Happy labor day..."
900,900,"Can't imagine, SRK fans are so lukhha and negative that they can't even vote for their favorite star.

Aamir to kab… https://t.co/5b0hMwwmDh"
903,903,"#KathuaKaSatya
One of the best thriller story for bollywood.

Take the best writer, write story and screenplay...an… https://t.co/olCOuMaPJP"
905,905,"Badumbaaaaaa.....
Aukaat....
Good night #2rs ppl.. https://t.co/m3WdA2HHrM"
908,908,Welcome to my new 33 followers and goodbye to 12 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
909,909,"#TeriBhabhiHaiPagle

How much will be it's recovery?
2 crores ?? 3 cr or 5 cr ?
Why to waste money guys, give that to me.."
910,910,"I really loved the poster of #TeriBhabhiHaiPagle 👌👌

Looking forward to see Sunil pal back again cos he only can dr… https://t.co/MZ8Tb4Va9L"
912,912,RT @BeingSalmanKhan: Catch me soon on @sonyTv with #DusKaDum . https://t.co/hbCG5okWke
913,913,"Our biggest fans this week: @being_tiger_, @BeingWazir, @SunilGrover24x7. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/mMlqju3fF7"
916,916,"You are blocked you chutiyaa...

Asking abt Yuvraj when the tweet is abt kejriwal.... Tatti khaa le tu yuvraj ki.. https://t.co/BhERyzEDxf"
917,917,"Sir , sorry we don't have to read....we are getting money after doing job everyday not like you who gets FOKAT ka m… https://t.co/LQZf6n8OGw"
918,918,"18 Followed, 10 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
919,919,"Guys , sorry, but Akshay Kumar Khan's ki ginti me abhi nahi aate... https://t.co/2wAlD99MDy"
921,921,"All Aamir, SRK &amp; Salman Khan fans,

Show your love here...

Who is ""BAAP"" of Bollywood?
#BaapOfBollywood"
922,922,"RT @KamalRKaan: किस किस का पेट दुःख रहा है जब से मोदीजी चाइना गए हैं?

#मोदी #ModiXisummit 
#ModiInChina"
923,923,"@frkchutiya Bosdk, who told you to keep this sadial profile pic..
Shakal se hi lukhha lag Raha hai....sale chuse hu… https://t.co/VeytzbAQyG"
924,924,"I seriously feel, #ShilpaShinde must work in BOLLYWOOD and leave TV till she become superstar.

If tv star Sushant… https://t.co/opOhe5IR9Z"
926,926,"Aaj Kal log aisa samazte hai ki khud ke alawa koi clever nahi..
No one can give me suggestions, which is the most d… https://t.co/TnefrEi485"
927,927,"RT @the_hindu: A Railway Protection Force constable jumped out of a moving MRTS train at Park station in Chennai, got into the adjacent com…"
928,928,"#AvengerInfinityWars Fu""*** box office on Saturday too.

Collected mind boggling 30 cr nett on second day as well.… https://t.co/wAkVHxIHhl"
929,929,"@basak_sanam What Priyanka Gandhi did for the nation?
What experience she has? What she knows about the poor?

Did… https://t.co/Aucn8oJbqo"
930,930,"Wow....Rahul Gandhi ji, tussi great ho 😀😀😀😀😀

 https://t.co/1rB23thZJn"
931,931,"Congrats @mipaltan for second win..

Hope to see you in top 4..

Well played captain and #HITMAN @ImRo45 

#CskVsMI"
932,932,"सर जी , इसका मतलब तो यही है न की 2004 से 2014 तक मनमोहन सिंह जी नहीं सोनिया जी राज कर रही थी 🤔🤔🤔 https://t.co/8naCXBQftO"
934,934,Shit....sirf ek unfollower jyada hota to I would have quit Twitter.... https://t.co/sWrL25x4ZB
935,935,"I don't understand why Mumbai took flop hardik pandya again today? 

#MiVsCsk
#CSKvMI"
936,936,"Abe angrez ki aulaad , Maine Hindi me bola English me nahi... https://t.co/z757uAQIYi"
937,937,"16 Followed, 16 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
939,939,"Lol lol lol...

Ye kisko CM bana diya Bhai @BJP4India ne?

#CivilServices for only civil engineers .... Bwhaha....😜… https://t.co/q1ILHVJ5zt"
941,941,Sorry 150 karod nett https://t.co/yCqaAByo9r
942,942,"Tiger 150 karod  Kama Raha hai, avengers ek din me 30 karod Kama Raha hai ...

#Akki kab 125 karod todega ??🤔🤔… https://t.co/dXtKfSENdQ"
943,943,"किस किस का पेट दुःख रहा है जब से मोदीजी चाइना गए हैं?

#मोदी #ModiXisummit 
#ModiInChina"
945,945,"Sir who are these 8k people who give you RT's ??? 😜😜😜

Itne to Amitabh Bachchan ji ko nahi milte .... https://t.co/4Y9ymcPQ9k"
946,946,"Salute to this teacher.. 😀😀
Not joking, everyone gets sleepy in summers mostly in afternoons. https://t.co/EwQaeS2CHE"
947,947,"#AvengersInfinityWar

Is mind boggling.

Star rating - ⭐⭐⭐⭐

Collected huge huge 30+ cr nett on Friday. Can't belie… https://t.co/5bNVnaCgM1"
948,948,"Lol lol lol...

#AvengersInfinityWar https://t.co/hIesjfJdxk"
949,949,Sorry bro..... 😜😜 https://t.co/fyTgyKXNLU
951,951,RT @thedeol: #Race3 ... the heat is on!! https://t.co/R3XQsAXmPA
952,952,RT @BeingSalmanKhan: Racing hearts ♥ #Race3 #Songshoot in #Ladakh @Asli_Jacqueline @SKFilmsOfficial @tipsofficial #race3thisEid https://t.c…
953,953,"#Race3 action was shot at very high scale and no pics were distributed.

You'll be surprised to see the level of ac… https://t.co/wwgtCYGvA0"
954,954,Chup be supreme Court ka judge hai Kya tu... https://t.co/dSrd2HeN4K
955,955,Benchooooo only 9 😫😫😫😫😫 https://t.co/rHTZ2tFWh2
956,956,Gained 9 followers and lost 5 (stats by https://t.co/ZIgtIQhsJR)
957,957,"#Race3 trailer soon guys..

https://t.co/XcR2RGyciO"
958,958,"Abe chutiye,tu Kya wife hai yuvraj ki?

Roj yuvraj ke bare me Mera Dimag khata hai...
I shall block you.... https://t.co/ZW3Kl5BErX"
959,959,"Good morning 🙏🙏

*रूबरू मिलने* के अब
*मौके* बड़े *चुनिंदा* हैं,

*ऐ टेक्नोलॉजी* हालांकि
तुझ पे हम *शर्मिंदा* हैं...… https://t.co/17gFaBgURM"
960,960,"Hats off to #KaneWilliamson for defending very low score twice in a row.
This requires commitment, character and be… https://t.co/tvQhVOzUlG"
961,961,"Are @RahulGandhi and @INCIndia ,

Bjp  Maharashtra CM Devendra Fadanvis helicopter had several incidents of malfunc… https://t.co/6Oice0jTnU"
963,963,"Food for thought...

Good night folks...sleep tight...
Tomorrow is Friday https://t.co/i7A9yDn6Ry"
964,964,"RT @iJaideep_: Pic1: Sir Bobby deol before Race 3
Pic2: Sir Bobby deol after Race 3

#Race3 #SalmanKhanImpact https://t.co/6hRZx75oIf"
965,965,My friend saw Amitabh Bachchan ji on bike 😜😜😜😜 https://t.co/0q9Pv6drYW
966,966,Gained 17 followers and lost 4 (stats by https://t.co/ZIgtIQhsJR)
967,967,"JOKE CORNER 07: Caution:- above 18 😜

हिंदी क्रिकेट कॉमेंट्री      
.
.
. 
.
 .
.
जब जब इनको रूम मिला है इन्होंने ब… https://t.co/LI3StKDqsT"
968,968,RT @HindiGreat: @KamalRKaan Krk bhai ye @hardikpandya7 @YUVSTRONG12 or @imjadeja  ye teeno bas ipl me night party enjoy krne me lge hai kya…
969,969,"#MumbaiIndians should have retained #Rayudu instead of over hyped #HardikPandya 

Mumbai always left good players l… https://t.co/O9YW51wRKe"
971,971,"Loll lol lol...

We didn't forget your 49 days resignation sir..

We didn't forget apologies to Majithia, Gadkari a… https://t.co/tChGn0Cbja"
972,972,"#Kushinagar

Horrible incident... My heart goes out to the families who are affected by this.

RIP"
973,973,"Abe dhakkan, Dhoni saal me 1 ya 2 baar hi khelta hai, isme to appreciation banta hai 😜😜😜 https://t.co/Bf7fFb45Ll"
