,Unnamed: 0,0
1415,1415,"#HappyBirthdayAjayDevgn superstar @ajaydevgn 

Truly SULTAN MIRZA 🙏🙏

May your all dreams come true"
1416,1416,"Wow #Baaghi Tiger is box office smashing spree and this coward #Kejriwal is on apologizing spree..

Dilli walo ne k… https://t.co/YX2oAw7dwP"
1417,1417,"Look at the humbleness of this guy...

If you compare this guy with tv star Sushant, Ranbir , May be Ranvir , you c… https://t.co/hNIYixRDmH"
1418,1418,"#BajrangiBhaijaan nearing spectacular 300 cr mark in China..

BLOCKBUSTER"
1419,1419,"#baaghi2 is a blockbuster.

Collected mind boggling 27 cr nett on Sunday.

Total 73 cr nett..
Another action Supers… https://t.co/fU6rVC5IWm"
1422,1422,"RT @joeheenan: #AprilFoolsDay
Told my son I got him an Apple phone for Easter https://t.co/6oMO9mPWC3"
1423,1423,Good morning people https://t.co/lYRPx5vNuy
1425,1425,"RT @KamalRKaan: What will be the lifetime collection of #Race3.??

This will be dependent on #AllahDuhaiHai song version as well..
#Race3Th…"
1426,1426,There can be only 1 tiger @BeingSalmanKhan https://t.co/mvG8v2EiHa
1428,1428,"दिल्ली वालो,
और लो फ्री का या आधे पैसे में घटिया पानी,

तुम्हारी अकल पर हँसी आती है 😀😀😀 https://t.co/PyaLdqNLNv"
1429,1429,"Ohh...@sagarikaghose will feel this is violation of human rights... 👇👇
3 jawans martyred, 12 terrorists gunned down… https://t.co/H735GlBItO"
1430,1430,"😀😀😀😀
मस्त https://t.co/NonGH1CceT"
1432,1432,"अबे @ArvindKejriwal अल्लाह से डर.....
कितना झुठ बोलेगा, अगली बार बस वोट मांग के तो दिखा.... https://t.co/2XmiAPfGFW"
1433,1433,Latest Stats = 24 Followers and 10 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
1434,1434,"#Baaghi2 is fuc**** every record of box office collections..

Today it can collect more than 27 cr. Which is mind boggling..."
1435,1435,Food for thought... https://t.co/uZdLPnxOu5
1436,1436,"RT @KapilMishra_IND: एक के बदले 8 सिर आ चुके हैं

भारत माता ने बरसो तक सिर्फ अपने शहीद जवानों के शव गिने हैं

आज एक एक आतंकी की लाश के साथ…"
1439,1439,When Tiger will be 53 and doing action then we'll see.. https://t.co/bmRHGwtFKr
1442,1442,"After the MASSIVE SUCCESS of #Baaghi2
Entire Bollywood is in #SADMA 
😌😌😜😀😀"
1443,1443,Bass Bhai tu Kapil Sharma ke show me kaam karna chalu Kar de https://t.co/Ic1EGZ3f1o
1448,1448,"All 2 RS actors will try action after #baaghi2 😜😜

But will end up kicking their own As***"
1449,1449,"#Baaghi2 is a blockbuster on day 2 only..

Congratulations @iTIGERSHROFF"
1450,1450,"So according to such presstitutes, giving capital punishment to murderer would also violation of human rights.

Bha… https://t.co/MKVoaH56TY"
1451,1451,"#Baaghi2 collected 22 cr on day 2..

Weekend heading to 75 cr...

Unbelievable.. 😌😌💪💪"
1452,1452,"22 Followed, 5 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
1453,1453,RT @thedeol: Last day of shooting at #Liwa ... it was fun shooting in the sun &amp; sand #Race3 #Race3ThisEid https://t.co/6qFNWId9Ff
1454,1454,"Do you think @iTIGERSHROFF can beat @BeingSalmanKhan in terms of action?
#Baaghi2 #TZH"
1455,1455,"Vote maximum guys..

#Baaghi2 Baad me Dekh Lena 😜😜 https://t.co/iLbKXYnn1H"
1456,1456,"Ranbir looks chai cum paani in front of Tiger Shroff now...

After #Baaghi 2"
1457,1457,"The most humble and hard-working action superstar is @iTIGERSHROFF 👍👍

Well done and bravo #Baaghi2"
1458,1458,"@iTIGERSHROFF Faad Diya Bhai..

Well done and all the best...💪💪💪👍👍

#MusclePower"
1459,1459,"#HanumanJayanti
जय श्री राम ....
जय हनुमान 🙏🙏🙏 https://t.co/7ccWlITV7m"
1460,1460,"Ranbir Kapoor, Ranvir Singh look way behind Tiger Shroff now..

Naya Banda piche se bahut aage nikal gaya..

Solo o… https://t.co/AZ7gwQECWH"
1461,1461,RT @taran_adarsh: #BajrangiBhaijaan continues its HEROIC RUN in China... Total after 4 weeks [till 29 March 2018]: $ 44.44 million [₹ 289.1…
1462,1462,RT @taran_adarsh: The MIND-BOGGLING Day 1 biz of #TigerZindaHai [Dec 2017] and #Baaghi2 hammers the fact that well-made action/masala enter…
1463,1463,"RT @taran_adarsh: #Baaghi2 sets the BO on 🔥🔥🔥... Takes a FANTABULOUS, EARTH SHATTERING START... Emerges the BIGGEST OPENER of 2018 [so far]…"
1464,1464,"RT @taran_adarsh: TOP 5 - 2018
Opening Day biz...
1. #Baaghi2 ₹ 25.10 cr
2. #Padmaavat ₹ 19 cr
Note: Thu release; incl previews on Wed ₹ 24…"
1465,1465,#TigerZindaHai #Baaghi2 are the proof that a well made action film works big time in India as it has a core audienc… https://t.co/UrcdgcDXKR
1466,1466,"Correction #Baaghi2 collected 25 cr nett on day 1...

Every so called content directors will head to bar today morn… https://t.co/6Neo2MxwLp"
1467,1467,"#Baaghi2 is a BLOCKBUSTER on day 1.

Collected extraordinary 22+ cr nett..

Today and tomorrow may have little drop but work is done.."
1471,1471,"#Baaghi2

I hope @remodsouza will also make #Race3 much much FAADU than #AhmedKhan 💪💪💪

Choreographer can surely become good director 🙏"
1472,1472,"#Baaghi2

Well done ...

Acting :⭐⭐⭐⭐
Action :- ⭐⭐⭐⭐
Screenplay :-⭐⭐⭐
Music :⭐⭐

Overall : ⭐⭐⭐"
1473,1473,"#Baaghi2 running like a havoc at the box office.

This will collect huge huge 20+ cr day 1 and may be 65 to 70 cr w… https://t.co/E3whymaRqp"
1475,1475,Welcome to my new 21 followers and goodbye to 9 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
1476,1476,So #housefull1  is the most loved of all and #housefull3 is least loved... https://t.co/JUKoc3W0Un
1477,1477,"Can't believe tigers film #Baaghi2 opened better than Akki's all last three films.

Incredible"
1478,1478,@PoojaShali @ArvindKejriwal I challenge Arvind kejriwal to compete with all govts across the world to compete in te… https://t.co/wDeN0HI7ko
1479,1479,Single screens are having dream run because of #Baaghi2
1480,1480,"After #Baaghi2 , no issues if @iTIGERSHROFF increase his price as his action and hardwork can bring audience into the theatres."
1481,1481,"#Baaghi2 is running housefull all over India especially in single screens.

Opened more than 50% which is terrific.… https://t.co/Ufi5wRK7vY"
1482,1482,Sahi hai sir.. 😀😀😀 https://t.co/HL7bSSt0ka
1483,1483,"I am watching #Juaari of @armaankohli 😀😀😀

Ek number movie"
1485,1485,"Good night guys...

I appeal all cricket fans across the globe,
Please FORGIVE #StevenSmith 🙏🙏🙏🙏

He is a great guy… https://t.co/OCSntkYm1A"
1486,1486,"I really feel sad for this guy #SteveSmith 
When a person accept the mistake he did then we must appreciate it and… https://t.co/s4ze6sh0KS"
1487,1487,"Anna hazare ended the fast again when he got assurance that things will be sorted out in 6 months..

But I can bet,… https://t.co/4WHrhkvzYk"
1488,1488,"Now days in BOLLYWOOD, if you want a good film then you can blindly trust #PrernaArora from @kriarj 

They only produce good stories..."
1489,1489,"WTF ...

How can this guy who dont hold any portfolio, travels so much...that too on people's money ... Shame on Ke… https://t.co/aOIxyYaF7a"
1490,1490,"Once this revseres, I will quit Twitter forever. 🙏🙏 https://t.co/27MaWyt4kH"
1491,1491,"Well done bro...
You are truly a hard-working and master story teller now...

All the best for #Bharat the film.. https://t.co/S3lAxMukXL"
1492,1492,"15 Followed, 8 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
1493,1493,"Govinda's comic timing can beat even Kapil Sharma... Hoping a super hit film #FrydayPoster
 https://t.co/ihP6qtcxwg"
1494,1494,"#FrydayPoster I hope this will be HIT from Govinda..

He was, is a brilliant actor.."
1496,1496,"Reality of #GST 

This is a proof when decisions are taken in hurry... https://t.co/lI0A2WlaPp"
1497,1497,"Modiji,

You take 2 hour session with students how to give exams but you shd also make sure their kadi mehnat shdnt… https://t.co/EWLdItz23M"
1498,1498,Ye dekho Kejriwal ka aur tohfa... https://t.co/ZLsAEajG13
1499,1499,"This has been like this since decades not just under BJP rule.

Younge Guys , please try to be an entrepreneur than… https://t.co/ymdUL2ywhk"
1500,1500,"#Raid collected more than Tuesday on Wednesday which is just magnificent..
Total - 86 cr nett 

If #Baaghi2 is crap… https://t.co/gYVMwE2qSH"
1501,1501,"Kejriwal ji just trying to make Delhi public forget about his Apology to Majithia by slashing electricity rates,

B… https://t.co/sSoMRMFLAu"
1502,1502,"ICC trying to run every format in #T20 as they get highest revenue with less overs and less timepass.

This will en… https://t.co/Jwq1ybI5SN"
1504,1504,"I really feel, Sajid Khan can only do justice to #Housefull series as that was his idea and he knows best about it."
1505,1505,"Sir, you should also feel REALLY SORRY for those who have voted you in Punjab to whom you betrayed by apologizing t… https://t.co/6Q0nuXuEm4"
1506,1506,"Good morning guys..

Take a leave every month and relax..

Leaves are for taking not for achaar ....😌"
1509,1509,Last 24 Hours = 15 Followers and 11 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
1510,1510,"Ok bhaijaan...

Let me block you now... #2rsppl https://t.co/pTd9TlGnXp"
1511,1511,"Glad that IPL council barred both #Smith and #DavidWarner from participating in #Ipl2019 

Good tamachaa to ICC"
1512,1512,"Lol lol lol...

Only intelligent can understand 😜😜😀😀😀 https://t.co/106JwEn39W"
1515,1515,Itni gandi shakal 😜😜😜😜😜 https://t.co/IiNqwkjvc0
1516,1516,"#Hichki and #Raid didn't show any drop on Tuesday..
Collecting same as Monday..

Very good..

Both films can be HIT… https://t.co/zbmHGTEJuy"
1519,1519,"रोड भले बनने के दूसरे दिन ही उखड़
जाये 
.
.
.
मगर स्पीड ब्रेकर
पता नहीं हरामखोर कौन से मटेरियल से बनाते है !!
😜😜😝😝😝😆😆"
1521,1521,"Life is a beautiful road.. let's walk together, forget ego and spread love...

Good morning.... Have a nice day. https://t.co/VsZFgHEGUM"
1524,1524,"BIGGEST POLL OF 2018 :-

Who do you want your PRIME MINISTER in 2019? 🇮🇳🇮🇳🙏

#2019कौनजीतेगा"
1525,1525,"#ChristopherWylie

Rahul ji had history of falling on his own face ... 😜😜😜😜"
1526,1526,"#ChristopherWylie confirmed that data chori actually did by Congress not the BJP.

Ab Kya bologe @RahulGandhi ji?"
1527,1527,"#Bharat will have huge bugdet for VFX..

Since Salman Bhai will have 7 different shades, VFX will play crucial role..."
1528,1528,"Honestly Ali abaas Zafar is a very grown and experimenting director.
He evolved as a director over the Peried of time.."
1529,1529,Gained 23 followers and lost 6 (stats by https://t.co/ZIgtIQhsJR)
1532,1532,"#Hichki collected nice 2.25 cr nett on Monday...

First week will go till 23 cr nett..
Film looking to go like… https://t.co/XABnjbTOgW"
1533,1533,"#Raid had excellent hold on Monday collecting over 2.25 cr..

Total stand at 77 cr nett..

90 cr nett life time con… https://t.co/IFCGAIx8O7"
1535,1535,Lol lol lol. https://t.co/W5j3KKMfkO
1536,1536,"#KarnatakaElections2018
#ElectionCommission

Kejriwal ji after announcement of Karnataka election dates,
He can now… https://t.co/xYNuyrpTZ9"
1538,1538,"Honestly #EkdoTin from #Baaghi2 is crap...

They shdnt have made this song.."
1539,1539,The background music in all seriels is such wahiyaat and irritating that one can get mad seeing the slow motions fr… https://t.co/2ykphJYF4u
1540,1540,"What will be the lifetime collection of #Race3.??

This will be dependent on #AllahDuhaiHai song version as well..
#Race3ThisEid"
1541,1541,"How can #Baaghi2 people opened Advance too soon.

Tiger isn't a superstar yet.. no?"
1542,1542,"TRULY SHOCKING :-
PAID RALLY OF SELF DECLARED HONEST , DUDH KE DHULE HUYE @ArvindKejriwal 😌😌😌😌 https://t.co/IFcBavG6AK"
1543,1543,"RT @ANI: Bride rode a horse during a ritual ahead of her wedding in Jhunjhunu's Nawalgarh; said, 'my family wanted to send a message that o…"
1544,1544,"Good morning guys... 
Din Bhar time pass mat kiya Karo, Kuch kaam bhi kiya Karo 😜😜 https://t.co/R8NH9MA4Ke"
1545,1545,"Good night laundo and laundiyon....

Miss you"
1546,1546,Sudhar chutiye https://t.co/s1McEdh7SM
1547,1547,"Wow. .. my performance is improving day by day....
Thanks guys for the love.. https://t.co/Yv6Qo8xvYK"
1550,1550,"#Hichki collected over 1 million in overseas..

This is pretty good yaar"
1551,1551,"#ChotaBheemSeSeekhoRG
#NaMoApp #IncApp
Guys,

Let me know who is more smart?"
1552,1552,"#ChotaBheemSeSeekhoRG
Bwahhah....
Rahul ji yaar kabhi to khud ka majaak udwane se bacho....😀😀"
1553,1553,Welcome to my new 16 followers and goodbye to 15 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
1554,1554,"Sir, where is your dedicated lawyer #RamJethmalani sir? 😀😀😀 https://t.co/suhA8yE7Es"
1555,1555,"Instead of raising issues of farmers, crop damage , insurance, jobs , 

Rahul Gandhi raising issue of #NAMOAPP itse… https://t.co/FAy07p47YE"
1556,1556,"Bwhahahhaha....

Whatta reply ... 😜😜😜😀😀😀 https://t.co/tF835IEOco"
1557,1557,Waiting for #ShilpaShinde to come on tv full fledged..
1558,1558,"#BajrangiBhaijaanInChina
BB is collecting over 1 million dollars even on 4th Sunday which is magnificent...

This i… https://t.co/v4OxpJqL5I"
1559,1559,"#BajrangiBhaijaanInChina has very good chances of collecting over 900 cr worldwide...

Truly exceptional 🙏🙏👍
@BeingSalmanKhan"
1560,1560,"#Raid has excellent weekend.
Total collection is very good 75 cr...

I really want this to make 100 crores. ."
1561,1561,"Dear,
@RahulGandhi ji,
Why did your official party app  @INCIndia is deleted from play store? But Narendra Modi app… https://t.co/z5wRsfGS5Q"
1562,1562,"@BeingSalmanKhan boss the poster of #Race3  family is just awesome and tagline is fundoo...

Let the race begin"
1563,1563,"RT @BeingSalmanKhan: Aur Yeh Hai the #Race3 family . Let the #Race begin #Race3ThisEid
@SKFilmsOfficial @tipsofficial @RameshTaurani @remod…"
1564,1564,"Shame on you @ArvindKejriwal 

Aur kitna giroge https://t.co/JOGA9cb2bs"
1565,1565,"भाई अब तो हद हो गयी इस इंसान @ArvindKejriwal की,

पैसे का छलावा देकर लोगों को रैली में बुलाते हो और जब देने की बात… https://t.co/Q9sIDRkvmT"
1569,1569,"Dude, NCC to har us insaan ko pata hai jisne India se college ya junior college kiya hai...

It seems this guy didn… https://t.co/rTe7NdwIUk"
1570,1570,"If #Baagi2 is flop then I doubt the results of #Race3

As both are choreographer turned directors..

Fingers crosse… https://t.co/vty406OVW2"
1571,1571,"#Raid has excellent Sunday ..

This film is a Hit ..
Congrats Ajay devgan"
1572,1572,"Good morning with this great thought... 

Have a great week...🙏🙏🙏 https://t.co/ddJtuKDPVs"
1574,1574,"17 Followed, 2 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
1575,1575,"Very well said @koenamitra ji,

We must think about our own country crisis than others. Why to think of them who ac… https://t.co/ej82qhcIIG"
1576,1576,Anna hazare should do dharna against Kejriwal...hence proved https://t.co/i61EGeezVz
1577,1577,"Bhai ji,

Salute to your class English https://t.co/lDY1rfxAM2"
1580,1580,Eagerly waiting for another poster of ever green Anil Kapoor Bhai sahab from #Race3
1581,1581,"#Raid also shown crucial growth of 50% collecting around 5 crores...

Total stand at 69 crores...

Very good....
Ca… https://t.co/vt7Q5aarKA"
1582,1582,"#Hichki shown very good growth of over 60% and collected very good 5.25 cr nett on Saturday.

Two days collections stands at 8.5 cr nett..."
1583,1583,"भाई जी , आप , मैं और 543 को छोड़ के बचे हुए 125 करोड़ लोग..... https://t.co/18cXcntPAu"
1584,1584,C maane ....... 😜😜😜 https://t.co/XtyZNBwfS2
1585,1585,"Lol lol lol...
Give me reply.... 😀😀😀 https://t.co/7kAfgogaf2"
1587,1587,"Watching #Judwaa and #Judwaa2 at the same time.

Believe me, Varun can't match even 10% of Salman Khan.."
1588,1588,Latest Stats = 19 Followers and 13 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
1589,1589,"#FodderScam 

Lalu ji convicted in all 4 cases and 
If still people say, it's a vendetta then God bless them...

Lo… https://t.co/eawT6udd4K"
1592,1592,"Now #Sonuketitukisweety done with 💯 cr business.

Now please stop increasing the collections 😀😀😀"
1593,1593,"Good morning....

So lots of horse trading in #RajyaSabhaElections ??

End of the day,
We are fools.... No?"
1595,1595,"Good night guys..

I had full drinks today.... 😫😫😫

Sorry guys.."
1596,1596,Latest Stats = 27 Followers and 16 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
1599,1599,#AnnaHazare should hold dharna in front of the house of CM @ArvindKejriwal for not appointing lokpal in Delhi...
1600,1600,#AnnaHazare should hold dharna against?
1601,1601,RT @SharmaKhemchand: I strongly feel that #AnnaHazare Ji should first begins #hungerstrike for #Lokpal against Delhi CM @ArvindKejriwal Ji.…
1602,1602,"#AnnaHazare came again to fool people..
He shd apologize to entire nation fr giving us liar Arvind kejriwal..."
1603,1603,"RT @chintskap: Baap COOL, beta OLD SCHOOL! Here's presenting the first look of #102NotOut! Celebrate life with this unusual father-son duo…"
1608,1608,"खुद से ज्यादा किसीको भाव मत दो,

उस से तुम्हारी खुद की वैल्यू कम हो जाती है..."
1609,1609,"कुछ लोगों का सस्पेंस में ही मरना अच्छा होता है 😀😀

शुभ प्रभात मित्रों...

मैं हूँ, मोदीजी नहीं 😝😝"
1610,1610,"😀😀😀
Bhai tu suspense me hi reh... https://t.co/vwMuuqbQql"
1611,1611,"All opposition parties are trying to come together in 2019 and Modiji wants the same ...

Alliance of all oppositio… https://t.co/QhF3wTeEYY"
1613,1613,"I think #Baaghi2 won't be bigger hit than earlier film.

What's your take ?"
1616,1616,Welcome to my new 25 followers and goodbye to 6 unfollowers (FREE stats by https://t.co/bpLMmg4roe)
1617,1617,"#WorldWaterDay

Please put some water in pots in gallery so that birds can drink."
1618,1618,"#WorldWaterDay

As a tribute to this day,

I hope bewdaas won't say, I will drink only beer/whiskey etc today 😀😀😀"
1622,1622,"#AamAadmiBudget

Politicians saying per capita income has increased....but nver say,
It's increased for themselves not of common man..."
1623,1623,"Politicians just give budget after budget but never do what they actually supposed to do...

#AamAadmiBudget"
1626,1626,60% people think that U-TURN KING @ArvindKejriwal is a liar. I am not 100% agree as who are these 40% people who st… https://t.co/CDDwXFfi6O
1627,1627,"#Sanjana looking more hot and beautiful than #Jessika

#Race3 

But is this really important to have gun in everyone's hand ?? 😀😀😀"
1628,1628,"Anyone mssing this? At least me..

Good morning....have a nice day ... https://t.co/mBXf6eOpGx"
1629,1629,"#BajrangiBhaijaanInChina

Nearing 250 cr in China alone...
Blockbuster even after 3 years....

Congo @BeingSalmanKhan"
1630,1630,"Good night tweeples....
Love you from the core 🙏🙏🙏🙏"
1631,1631,"Who are these 5% chutiyaa 😜😜😜

Aaptards?? https://t.co/vxODsm5VGO"
1632,1632,@AkksAqqs007 @Twitter @akshaykumar @mrsfunnybones @chintskap @AzmiShabana @MaheshNBhatt @S1dharthM What do you expe… https://t.co/iwbY1svVFE
1633,1633,"Do you like tv star Sushant Singh Rajput?
Tell me honestly"
1634,1634,Welcome to my new 29 followers and goodbye to 16 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
1636,1636,"Looks like #RahulGandhi changed his handle from #OfficeOfRG to @RahulGandhi 

Good, after long time hi Sahi, kuch t… https://t.co/Hj5U7NyZQJ"
1637,1637,"Do you trust @ArvindKejriwal now after recent chutiyapa?
#KejriwalApology"
1639,1639,RT @thedeol: When Sikander calls you the main man! 😎 Yeh race toh ab aur interesting ho gayi.. #Race3ThisEid https://t.co/d486C0SvhG
1640,1640,"Another faadu poster... 
Mast Bhai jaan... Thanks for resurrecting career of @thedeol 👍👍👍
He is a fabulous actor.… https://t.co/SzL1157o5h"
1641,1641,"Very jabaraa poster of #Yash from #Race3ThisEid
Great poster my friend @thedeol
#Race3
@BeingSalmanKhan"
1642,1642,"Now follower count reduced to 7269 so I won't pay anything to anyone... 😫😫
Mazaak bana ke rakh Diya hai https://t.co/RV2JDzPBL2"
1643,1643,"Joke of the decade....
Well played @ArvindKejriwal ji.. 😀😀😀😀

#KejriwalApology #Aapology https://t.co/LNjFnzV95U"
1644,1644,"Good morning laundiyon....
Don't laugh alone 😜😜😜😜

8 wa ajooba 😀😀👇👇 https://t.co/NRKtlQqI6i"
1645,1645,"Follower count is 7272 ....

Wow... Will pay 72.72 RS to that follower 😀😀😀"
1646,1646,"Good night my people....

Watch Sony max 2 for a blockbuster film 😜😜😜😜

Have a safe sleep...."
1647,1647,RT @mssirsa: This tweet of @AashishKhetan &amp; RT by @ArvindKejriwal a month ago is the best proof how fast these @AamAadmiParty ppl change co…
1648,1648,RT @TajinderBagga: Ordered 500 A4 Papers &amp; 10 Pen for Delhi CM Sh @ArvindKejriwal to Write apology letters in Bulk. &amp; Sir ji ek apology to…
1649,1649,"RT @AshrafS67564072: Sab ke sab chor hai saale... 😡
@KamalRKaan https://t.co/qh2ci0mgni"
1650,1650,Latest Stats = 33 Followers and 8 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
1651,1651,"RT @KamalRKaan: #Race3ThisEid
Hey guys,
Did you like #Sikander from #Race3 ?
@BeingSalmanKhan @remodsouza"
1652,1652,"#RAID is HIT as of now.
Did fantastic business on Sunday... Collecting over 16 cr...

Fantastic hold on Monday as w… https://t.co/gcOs6JsowF"
1653,1653,"#SonuKeTituKiSweety crossed 100 cr today...

No starcast, no great story , ok ok music but tight screenplay...
Just… https://t.co/7aelKexQQR"
1654,1654,"To hell with Cost saving in the name of #AI 
People have lost and forgot humanity.
Arizona"
1658,1658,"Lol lol lol...

This guy is from IIT, chutiyaa jaise allegations karne ke time nahi pata thaa ki kaam jyada hai?… https://t.co/DSAOInpze6"
1659,1659,"कोण कहता है की सब मिले हुए नहीं है???

जब काले पैसे की बात आती है सब एक हो जाते हैं...
मोदीजी आप और आपकी पार्टी दूध… https://t.co/AnmGfvK5fq"
1660,1660,Good morning laundo and laundiyon...🙏🙏🙏🙏 https://t.co/e5Kv8ZZIVW
1661,1661,"#Simmba
Now we are almost sure that #Kedarnath won't ever made.

Who is panauti? Sushant or Abhishek?"
1662,1662,"The pairing looks so fresh that it'll bring people in hoards.

#Simmba"
1664,1664,Badumbaaaaaa....aukaat 😀😀😀👇👇 https://t.co/kbAYXdco4o
1665,1665,"RT @anupjalota: The toughness of Sultan to warm-heartedness of #BajrangiBhaijaan, @BeingSalmanKhan you rule every heart like a #Sikander!…"
1667,1667,Gained 21 followers and lost 11 (stats by https://t.co/ZIgtIQhsJR)
1668,1668,"RT @KapilMishra_IND: कपिल सिबल के यहां IAC के दौरान लाठियां खाई , राइट तो रिकॉल की वोटिंग करवाई

मजिठिया, शीला, अम्बानी, अडानी, गडकरी, जेट…"
1669,1669,"So mam, you mean asking for votes declaring others corrupt is ok?

Means label them as corrupt and apologize later.… https://t.co/SsB4Cf8rvv"
1670,1670,"Party President list since 1998

BJP

Kushabhau
B Laxman
Krismurthy
Venkaiah
Advani
Rajnath
Gadkari
Rajnath
AmitSha… https://t.co/P8he7aImtj"
1671,1671,"Kejriwal isn't a thing to be taken seriously.... Period !!!!!!
#aapology 
#AAP"
1672,1672,"RT @KapilMishra_IND: माफी के लिए इतिहास में दो लोग याद किये जायेंगे

बाबा राम रहीम की माफ़ी
केजरीवाल की माफ़ी"
1673,1673,"RT @KapilMishra_IND: ये साधारण राजनैतिक आरोप नहीं थे, इन बातों पर संगठन खड़ा किया , वालंटियर भर्ती किये, वोट मांगे, करोड़ो का चंदा लिया, इन…"
1675,1675,RT @VikasTaya5: @KamalRKaan @ArvindKejriwal Thuk k chatna koi kejriwal se shike
1676,1676,I salute Kejriwal ji for fooling Delhi and Indian people so badly over the years just by giving mind made allegations 😜😜😜
1677,1677,"After series of apologies,

@ArvindKejriwal name should be changed from ""MufflerMan"" to ""MaafiMan"" 😀😀😀… https://t.co/NDYIjcjw4r"
1678,1678,Today I am 100% sure that there can't be any other chutiyaa fans than aaptards who still like lier like… https://t.co/u5ZsLFJMrw
1679,1679,"#SonuKeTituKiSweety is still doing very good business at the box office.
Film is still collecting over 1 cr on week… https://t.co/Rjuh7b1EdU"
1680,1680,"#Race3ThisEid
Hey guys,
Did you like #Sikander from #Race3 ?
@BeingSalmanKhan @remodsouza"
1682,1682,"Awesome first look poster of @BeingSalmanKhan as #Sikander from #Race3

Goosebumps.... 👍👍

Jalwa"
1683,1683,"RT @thedeol: Sikander .. the perfect friend , the perfect partner .#Race3ThisEid https://t.co/vWZdMMhWYy"
1684,1684,RT @taran_adarsh: Meet #Sikander aka Salman Khan in this all-new poster of #Race3... Remo D'souza directs... Eid 2018 release. https://t.co…
1686,1686,RT @remodsouza: Meet #Sikander.. the man of the moment #Race3ThisEid https://t.co/g8Stoz8iTK
1687,1687,RT @BeingSalmanKhan: Is hafte milata hoon #Race3 ki family se ... mera naam hai Sikander. Selfless over selfish . #Race3ThisEid @tipsoffici…
1688,1688,"RT @AnilKapoor: A lot of things might change but this will remain constant... Deepak in his element, getting me ready for #Race3 . I don’t…"
1690,1690,"Congrats #VladimirPutin for winning 4th term presidency in Russia.

Be the boss as you are. 🙏🙏"
1692,1692,"Good morning with this great thought.. make the most of it... 🙏🙏

Have a great week... 👍 https://t.co/ntZWHHbAmM"
1696,1696,"What a player #DineshKarthik

What a finish man .... 👍👍👍🙏🙏🙏

Hats off ... 
#INDvBAN"
1697,1697,"Whatever Rahul Gandhi is speaking,
Don't take him seriously 😜😜😜

#CongressPlenarySession"
1698,1698,"Congratulations HIT MAN @ImRo45
For completing 7000 runs in T20.

YOU HAVE MORE TALENT THAN KOHLI and I mean it.. 👍👍

Well played
#INDvBAN"
1699,1699,Last 24 Hours = 19 Followers and 6 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
1700,1700,"Sir according to you,
India is still living in 2002 😜😜😜

#CongressPlenarySession https://t.co/nl5AlJIyBi"
1701,1701,"#TigerZindaHaiOnSonyMAX
This scene MASHA ALLAH .... 😌😌👍👍👍 https://t.co/EbgI2XeX4F"
1703,1703,RT @BeingSalmanKhan: Catch the World Television Premiere of Tiger Zinda Hai TODAY at 1 PM on @SonyMAX #TigerOnSonyMAX . https://t.co/0rZjoJ…
1704,1704,#TigerZindaHaiOnSonyMAX going to break all TRP records today..
1706,1706,"#raid collected very good 13 cr nett..
Sunday would cross above 15 cr..

Solid trend...
Congrats @ajaydevgn"
1707,1707,"#Raid had excellent growth yesterday.
Strong WOM..."
1708,1708,"#HappyUgadi guys...

Celebrate this with love"
1709,1709,"Good morning ...

Happy #GudiPadwa to all who are celebrating it.

Let's start a new year on a happy note... be lov… https://t.co/JM1sN45P6g"
1710,1710,"Happy #Ugadi to my fans and friends from Andhra...

Let's celebrate peace and brother food..."
1711,1711,"Good night folks....

Today is Marathi new year day...

Wishing all marathi friends and fans a very happy… https://t.co/U775G9iGOx"
1712,1712,भाई कंगना तो सब की माँ बहन कर रही है?
1713,1713,सरकार ही हर चीज़ गो गाली देने वाले https://t.co/jCX0NOPIzC ने जब सारा देश केजरीवाल को गाली दे रहा है मजीठिया केस… https://t.co/lLSZs1KuGh
1714,1714,😜😜😀😀😀 spot on https://t.co/PAmHVgXxpW
1715,1715,"Now days once one get into cricket team... No matter how lukhha you look, you get a good girl to flirt and do .....… https://t.co/4IoItue7TG"
1716,1716,"When I say I am neutral on all fronts..

I mean it"
1717,1717,"28 Followed, 4 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
1719,1719,So huge 59% think that @BeingSalmanKhan is the biggest star in India ... rest all Pani kam chai in front of him...… https://t.co/ZBPbwAbFu7
1720,1720,"Come on guys... Vote more..
At least 5K votes.... Vote for your favorite star https://t.co/wvkgBgchlv"
1721,1721,"Good morning all... 
Don't be a chutiyaa like that 😜😜😜 https://t.co/rP7U22Ng3D"
1722,1722,"😀😀😀😀

Good morning mitron https://t.co/AxY2SVXevz"
